seqid,descriptionn_res,DP,DQ,DR,all
sp|O94916,Nuclear factor of activated T-cells 5 OS=Homo sapiens GN=NFAT5 PE=1 SV=1,0.0,0.0,1.0450685826257349,1.0450685826257349
sp|Q9UPU5,Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens GN=USP24 PE=1 SV=3,0.0,0.0,0.45801526717557256,0.45801526717557256
sp|P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3",6.809338521400778,0.0,0.0,6.809338521400778
sp|Q9BTY2,Plasma alpha-L-fucosidase OS=Homo sapiens GN=FUCA2 PE=1 SV=2,4.282655246252676,0.0,12.205567451820128,16.488222698072803
sp|P49755,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens GN=TMED10 PE=1 SV=2,0.0,0.0,5.93607305936073,5.93607305936073
sp|P49754,Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens GN=VPS41 PE=1 SV=3,0.0,0.0,1.873536299765808,1.873536299765808
sp|P61106,Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4,0.0,6.976744186046512,15.813953488372093,22.790697674418606
sp|P30084,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=ECHS1 PE=1 SV=4",6.551724137931035,5.517241379310345,5.172413793103448,17.24137931034483
sp|Q96AX1,Vacuolar protein sorting-associated protein 33A OS=Homo sapiens GN=VPS33A PE=1 SV=1,0.0,0.0,2.1812080536912752,2.1812080536912752
sp|O15165,Uncharacterized protein C18orf1 OS=Homo sapiens GN=C18orf1 PE=2 SV=1,0.0,0.0,5.555555555555555,5.555555555555555
sp|O15162,Phospholipid scramblase 1 OS=Homo sapiens GN=PLSCR1 PE=1 SV=1,0.0,11.0062893081761,7.547169811320755,18.553459119496853
sp|O00241,Signal-regulatory protein beta-1 OS=Homo sapiens GN=SIRPB1 PE=1 SV=5,3.5175879396984926,0.0,6.532663316582915,10.050251256281408
sp|Q96B67,Arrestin domain-containing protein 3 OS=Homo sapiens GN=ARRDC3 PE=1 SV=1,0.0,3.6231884057971016,0.0,3.6231884057971016
sp|Q14003,Potassium voltage-gated channel subfamily C member 3 OS=Homo sapiens GN=KCNC3 PE=1 SV=3,0.0,2.906208718626156,2.2457067371202113,5.151915455746367
sp|Q9NZK5,Adenosine deaminase CECR1 OS=Homo sapiens GN=CECR1 PE=1 SV=2,3.131115459882583,0.0,3.7181996086105675,6.8493150684931505
sp|O00244,Copper transport protein ATOX1 OS=Homo sapiens GN=ATOX1 PE=1 SV=1,0.0,0.0,32.35294117647059,32.35294117647059
sp|Q9Y4C5,Carbohydrate sulfotransferase 2 OS=Homo sapiens GN=CHST2 PE=1 SV=2,0.0,0.0,2.8301886792452833,2.8301886792452833
sp|P05997,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=3,0.0,1.0006671114076051,0.0,1.0006671114076051
sp|Q8TDQ0,Hepatitis A virus cellular receptor 2 OS=Homo sapiens GN=HAVCR2 PE=1 SV=3,0.0,0.0,3.9867109634551494,3.9867109634551494
sp|P20702,Integrin alpha-X OS=Homo sapiens GN=ITGAX PE=1 SV=3,0.0,0.0,4.12725709372313,4.12725709372313
sp|P20701,Integrin alpha-L OS=Homo sapiens GN=ITGAL PE=1 SV=3,0.0,0.0,6.068376068376068,6.068376068376068
sp|Q04721,Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3,0.0,1.6187778227438283,3.2375556454876566,4.856333468231485
sp|Q86XL3,Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens GN=ANKLE2 PE=1 SV=4,1.7057569296375266,0.0,0.0,1.7057569296375266
sp|Q969S6,Transmembrane protein 203 OS=Homo sapiens GN=TMEM203 PE=2 SV=1,0.0,0.0,19.852941176470587,19.852941176470587
sp|Q9UFN0,Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2,0.0,0.0,6.882591093117409,6.882591093117409
sp|Q8N490,Probable hydrolase PNKD OS=Homo sapiens GN=PNKD PE=1 SV=2,0.0,0.0,3.6363636363636362,3.6363636363636362
sp|Q4V328,GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1 PE=1 SV=1,0.0,0.0,1.78359096313912,1.78359096313912
sp|Q96JA1,Leucine-rich repeats and immunoglobulin-like domains protein 1 OS=Homo sapiens GN=LRIG1 PE=1 SV=2,0.0,0.0,1.3723696248856359,1.3723696248856359
sp|P25774,Cathepsin S OS=Homo sapiens GN=CTSS PE=1 SV=3,7.552870090634441,10.27190332326284,22.054380664652566,35.34743202416919
sp|Q14764,Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4,1.5677491601343785,2.57558790593505,3.4714445688689812,7.61478163493841
sp|Q86X29,Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens GN=LSR PE=1 SV=4,0.0,0.0,2.465331278890601,2.465331278890601
sp|P56381,"ATP synthase subunit epsilon, mitochondrial OS=Homo sapiens GN=ATP5E PE=1 SV=2",27.450980392156865,33.33333333333333,76.47058823529412,86.27450980392157
sp|Q9H1B5,Xylosyltransferase 2 OS=Homo sapiens GN=XYLT2 PE=2 SV=2,0.0,0.0,6.473988439306358,6.473988439306358
sp|P56385,"ATP synthase subunit e, mitochondrial OS=Homo sapiens GN=ATP5I PE=1 SV=2",0.0,0.0,33.33333333333333,33.33333333333333
sp|P28039,Acyloxyacyl hydrolase OS=Homo sapiens GN=AOAH PE=1 SV=1,0.0,0.0,1.9130434782608694,1.9130434782608694
sp|Q8N5J2,Protein FAM63A OS=Homo sapiens GN=FAM63A PE=1 SV=2,3.411513859275053,0.0,0.0,3.411513859275053
sp|P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1",0.0,0.0,8.695652173913043,8.695652173913043
sp|O60783,"28S ribosomal protein S14, mitochondrial OS=Homo sapiens GN=MRPS14 PE=1 SV=1",0.0,0.0,15.625,15.625
sp|Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,0.0,8.333333333333332,0.0,8.333333333333332
sp|P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4,0.0,0.0,11.37521222410866,11.37521222410866
sp|Q9BY08,Emopamil-binding protein-like OS=Homo sapiens GN=EBPL PE=1 SV=1,7.281553398058252,0.0,0.0,7.281553398058252
sp|Q7Z3C6,Autophagy-related protein 9A OS=Homo sapiens GN=ATG9A PE=1 SV=3,0.0,0.0,3.4564958283671037,3.4564958283671037
sp|Q95460,Major histocompatibility complex class I-related gene protein OS=Homo sapiens GN=MR1 PE=1 SV=1,0.0,9.3841642228739,9.3841642228739,18.7683284457478
sp|Q86VR2,Protein FAM134C OS=Homo sapiens GN=FAM134C PE=1 SV=1,0.0,0.0,4.935622317596566,4.935622317596566
sp|Q9UF56,F-box/LRR-repeat protein 17 OS=Homo sapiens GN=FBXL17 PE=2 SV=3,0.0,2.282453637660485,0.0,2.282453637660485
sp|Q9BU89,Deoxyhypusine hydroxylase OS=Homo sapiens GN=DOHH PE=1 SV=1,0.0,0.0,5.960264900662252,5.960264900662252
sp|P20309,Muscarinic acetylcholine receptor M3 OS=Homo sapiens GN=CHRM3 PE=1 SV=1,0.0,0.0,2.8813559322033897,2.8813559322033897
sp|Q86VR8,Four-jointed box protein 1 OS=Homo sapiens GN=FJX1 PE=2 SV=1,0.0,0.0,3.4324942791762014,3.4324942791762014
sp|Q9HC38,Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4 PE=1 SV=1,0.0,0.0,6.3897763578274756,6.3897763578274756
sp|Q9HD45,Transmembrane 9 superfamily member 3 OS=Homo sapiens GN=TM9SF3 PE=1 SV=2,2.7164685908319184,0.0,6.451612903225806,7.809847198641766
sp|Q9NYK5,"39S ribosomal protein L39, mitochondrial OS=Homo sapiens GN=MRPL39 PE=1 SV=3",0.0,0.0,9.467455621301776,9.467455621301776
sp|O43325,LYR motif-containing protein 1 OS=Homo sapiens GN=LYRM1 PE=2 SV=1,0.0,0.0,12.295081967213115,12.295081967213115
sp|Q9NYK1,Toll-like receptor 7 OS=Homo sapiens GN=TLR7 PE=1 SV=1,2.8598665395614873,1.4299332697807436,24.59485224022879,26.12011439466158
sp|O75608,Acyl-protein thioesterase 1 OS=Homo sapiens GN=LYPLA1 PE=1 SV=1,0.0,0.0,8.26086956521739,8.26086956521739
sp|Q9NVA2,Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3,0.0,0.0,6.75990675990676,6.75990675990676
sp|Q8WWM7,Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2,1.6744186046511629,0.0,0.0,1.6744186046511629
sp|Q9NVA4,Transmembrane protein 184C OS=Homo sapiens GN=TMEM184C PE=2 SV=2,0.0,0.0,3.4246575342465753,3.4246575342465753
sp|O95831,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1",0.0,5.709624796084829,2.4469820554649266,8.156606851549755
sp|Q6UXV4,Apolipoprotein O-like OS=Homo sapiens GN=APOOL PE=1 SV=1,7.835820895522389,0.0,0.0,7.835820895522389
sp|P80217,Interferon-induced 35 kDa protein OS=Homo sapiens GN=IFI35 PE=1 SV=5,0.0,0.0,6.993006993006993,6.993006993006993
sp|P00813,Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3,0.0,0.0,5.234159779614325,5.234159779614325
sp|Q53FT3,Protein Hikeshi OS=Homo sapiens GN=C11orf73 PE=1 SV=2,0.0,0.0,8.121827411167512,8.121827411167512
sp|Q9BYT1,Solute carrier family 17 member 9 OS=Homo sapiens GN=SLC17A9 PE=2 SV=2,0.0,0.0,3.211009174311927,3.211009174311927
sp|Q96RD7,Pannexin-1 OS=Homo sapiens GN=PANX1 PE=1 SV=4,3.5211267605633805,0.0,0.0,3.5211267605633805
sp|Q9Y2G8,DnaJ homolog subfamily C member 16 OS=Homo sapiens GN=DNAJC16 PE=2 SV=3,0.0,0.0,2.3017902813299234,2.3017902813299234
sp|Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2,0.0,3.6945812807881775,0.0,3.6945812807881775
sp|Q9BYT8,"Neurolysin, mitochondrial OS=Homo sapiens GN=NLN PE=1 SV=1",0.0,0.0,1.8465909090909092,1.8465909090909092
sp|A4D1E9,GTP-binding protein 10 OS=Homo sapiens GN=GTPBP10 PE=1 SV=1,4.651162790697675,0.0,0.0,4.651162790697675
sp|Q9Y2G3,Probable phospholipid-transporting ATPase IF OS=Homo sapiens GN=ATP11B PE=1 SV=2,0.0,0.0,6.881903143585387,6.881903143585387
sp|Q8N4H5,Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens GN=TOMM5 PE=1 SV=1,33.33333333333333,0.0,25.49019607843137,58.82352941176471
sp|Q96K37,Solute carrier family 35 member E1 OS=Homo sapiens GN=SLC35E1 PE=1 SV=2,0.0,0.0,3.414634146341464,3.414634146341464
sp|Q13114,TNF receptor-associated factor 3 OS=Homo sapiens GN=TRAF3 PE=1 SV=2,0.0,0.0,2.640845070422535,2.640845070422535
sp|Q15428,Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2,0.0,4.094827586206897,0.0,4.094827586206897
sp|P35914,"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens GN=HMGCL PE=1 SV=2",0.0,0.0,4.615384615384616,4.615384615384616
sp|O75113,NEDD4-binding protein 1 OS=Homo sapiens GN=N4BP1 PE=1 SV=4,0.0,0.0,5.580357142857143,5.580357142857143
sp|Q96JW4,Solute carrier family 41 member 2 OS=Homo sapiens GN=SLC41A2 PE=1 SV=2,2.7923211169284468,0.0,5.06108202443281,7.853403141361256
sp|Q9UHA3,Probable ribosome biogenesis protein RLP24 OS=Homo sapiens GN=RSL24D1 PE=1 SV=1,15.337423312883436,0.0,0.0,15.337423312883436
sp|Q9UHA4,Ragulator complex protein LAMTOR3 OS=Homo sapiens GN=LAMTOR3 PE=1 SV=1,16.129032258064516,0.0,40.32258064516129,51.61290322580645
sp|O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2,0.0,0.0,0.8832807570977917,0.8832807570977917
sp|Q15019,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1,9.141274238227147,0.0,0.0,9.141274238227147
sp|Q10589,Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1,0.0,0.0,22.77777777777778,22.77777777777778
sp|Q9NR46,Endophilin-B2 OS=Homo sapiens GN=SH3GLB2 PE=1 SV=1,0.0,0.0,3.2911392405063293,3.2911392405063293
sp|Q6L8Q7,"2',5'-phosphodiesterase 12 OS=Homo sapiens GN=PDE12 PE=1 SV=2",0.0,0.0,3.4482758620689653,3.4482758620689653
sp|P61254,60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1,6.896551724137931,0.0,24.137931034482758,31.03448275862069
sp|P14543,Nidogen-1 OS=Homo sapiens GN=NID1 PE=1 SV=3,0.0,4.971932638331997,2.6463512429831595,7.618283881315156
sp|P51805,Plexin-A3 OS=Homo sapiens GN=PLXNA3 PE=1 SV=2,0.0,0.0,0.7482629609834314,0.7482629609834314
sp|O43615,Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2,0.0,0.0,6.415929203539823,6.415929203539823
sp|P05198,Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3,0.0,0.0,4.761904761904762,4.761904761904762
sp|P78368,Casein kinase I isoform gamma-2 OS=Homo sapiens GN=CSNK1G2 PE=1 SV=1,0.0,3.8554216867469884,0.0,3.8554216867469884
sp|Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2",0.0,0.0,4.289544235924933,4.289544235924933
sp|Q9NWU1,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Homo sapiens GN=OXSM PE=1 SV=1",3.485838779956427,0.0,0.0,3.485838779956427
sp|Q9BW60,Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=1 SV=1,5.734767025089606,0.0,0.0,5.734767025089606
sp|O75072,Fukutin OS=Homo sapiens GN=FKTN PE=1 SV=2,0.0,0.0,6.941431670281996,6.941431670281996
sp|P11498,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2",0.0,1.5280135823429541,0.0,1.5280135823429541
sp|O75077,Disintegrin and metalloproteinase domain-containing protein 23 OS=Homo sapiens GN=ADAM23 PE=1 SV=1,2.1634615384615383,0.0,0.0,2.1634615384615383
sp|O75074,Low-density lipoprotein receptor-related protein 3 OS=Homo sapiens GN=LRP3 PE=2 SV=2,0.0,2.3376623376623376,0.0,2.3376623376623376
sp|Q8NBZ7,UDP-glucuronic acid decarboxylase 1 OS=Homo sapiens GN=UXS1 PE=1 SV=1,5.0,7.142857142857142,9.523809523809524,18.095238095238095
sp|Q7Z3Q1,Solute carrier family 46 member 3 OS=Homo sapiens GN=SLC46A3 PE=2 SV=1,0.0,0.0,2.6030368763557483,2.6030368763557483
sp|P36383,Gap junction gamma-1 protein OS=Homo sapiens GN=GJC1 PE=1 SV=2,0.0,0.0,10.606060606060606,10.606060606060606
sp|Q6N075,Major facilitator superfamily domain-containing protein 5 OS=Homo sapiens GN=MFSD5 PE=2 SV=2,0.0,0.0,3.5555555555555554,3.5555555555555554
sp|P62857,40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1,0.0,0.0,36.231884057971016,36.231884057971016
sp|P63279,SUMO-conjugating enzyme UBC9 OS=Homo sapiens GN=UBE2I PE=1 SV=1,0.0,0.0,13.291139240506327,13.291139240506327
sp|P62851,40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1,0.0,0.0,13.600000000000001,13.600000000000001
sp|Q5VTE0,Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1,0.0,10.606060606060606,8.874458874458876,18.181818181818183
sp|O43505,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase OS=Homo sapiens GN=B3GNT1 PE=1 SV=1",0.0,4.578313253012048,4.819277108433735,9.397590361445783
sp|O43504,Hepatitis B virus X-interacting protein OS=Homo sapiens GN=HBXIP PE=1 SV=1,26.373626373626376,0.0,18.681318681318682,45.05494505494506
sp|P63098,Calcineurin subunit B type 1 OS=Homo sapiens GN=PPP3R1 PE=1 SV=2,8.235294117647058,0.0,0.0,8.235294117647058
sp|P69905,Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2,16.901408450704224,15.492957746478872,11.267605633802818,43.66197183098591
sp|P48960,CD97 antigen OS=Homo sapiens GN=CD97 PE=1 SV=4,3.1137724550898205,4.550898203592815,16.16766467065868,21.55688622754491
sp|Q9Y5G2,Protocadherin gamma-B2 OS=Homo sapiens GN=PCDHGB2 PE=2 SV=1,0.0,0.0,2.0408163265306123,2.0408163265306123
sp|Q5TEJ8,Protein THEMIS2 OS=Homo sapiens GN=THEMIS2 PE=2 SV=1,0.0,2.488335925349922,1.8662519440124419,4.354587869362364
sp|Q6ICB0,Desumoylating isopeptidase 1 OS=Homo sapiens GN=DESI1 PE=1 SV=1,0.0,0.0,10.714285714285714,10.714285714285714
sp|P19878,Neutrophil cytosol factor 2 OS=Homo sapiens GN=NCF2 PE=1 SV=2,0.0,0.0,2.6615969581749046,2.6615969581749046
sp|Q96BN8,Protein FAM105B OS=Homo sapiens GN=FAM105B PE=1 SV=3,0.0,0.0,4.829545454545454,4.829545454545454
sp|Q92187,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase OS=Homo sapiens GN=ST8SIA4 PE=1 SV=1",0.0,4.735376044568245,32.86908077994429,33.147632311977716
sp|Q9H9E3,Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens GN=COG4 PE=1 SV=3,0.0,0.0,2.038216560509554,2.038216560509554
sp|Q02878,60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3,5.555555555555555,0.0,13.194444444444445,13.88888888888889
sp|Q8N6F7,Germinal center B-cell-expressed transcript 2 protein OS=Homo sapiens GN=GCET2 PE=1 SV=1,0.0,0.0,25.842696629213485,25.842696629213485
sp|Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens GN=PDXDC1 PE=1 SV=2,0.0,0.0,1.6497461928934012,1.6497461928934012
sp|P14784,Interleukin-2 receptor subunit beta OS=Homo sapiens GN=IL2RB PE=1 SV=1,3.0852994555353903,7.985480943738657,0.0,11.070780399274046
sp|Q8NHU6,Tudor domain-containing protein 7 OS=Homo sapiens GN=TDRD7 PE=1 SV=2,1.366120218579235,0.0,0.0,1.366120218579235
sp|P14780,Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=3,0.0,7.213578500707214,8.91089108910891,16.124469589816123
sp|P32019,"Type II inositol 1,4,5-trisphosphate 5-phosphatase OS=Homo sapiens GN=INPP5B PE=1 SV=4",0.0,0.0,3.3232628398791544,3.3232628398791544
sp|Q9UGI6,Small conductance calcium-activated potassium channel protein 3 OS=Homo sapiens GN=KCNN3 PE=2 SV=1,0.0,0.0,4.755434782608696,4.755434782608696
sp|Q7L513,Fc receptor-like A OS=Homo sapiens GN=FCRLA PE=1 SV=2,0.0,0.0,4.178272980501393,4.178272980501393
sp|Q9C0E2,Exportin-4 OS=Homo sapiens GN=XPO4 PE=1 SV=2,1.9113814074717639,0.0,0.0,1.9113814074717639
sp|Q92783,Signal transducing adapter molecule 1 OS=Homo sapiens GN=STAM PE=1 SV=3,0.0,3.3333333333333335,3.888888888888889,7.222222222222221
sp|O15498,Synaptobrevin homolog YKT6 OS=Homo sapiens GN=YKT6 PE=1 SV=1,0.0,0.0,7.575757575757576,7.575757575757576
sp|P49961,Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens GN=ENTPD1 PE=1 SV=1,0.0,3.1372549019607843,2.3529411764705883,5.490196078431373
sp|P13796,Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6,9.250398724082935,2.2328548644338118,3.0303030303030303,14.513556618819775
sp|P13797,Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4,5.714285714285714,0.0,0.0,5.714285714285714
sp|Q96DB5,Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=FAM82B PE=1 SV=1,0.0,0.0,5.095541401273886,5.095541401273886
sp|Q9HBE5,Interleukin-21 receptor OS=Homo sapiens GN=IL21R PE=1 SV=1,0.0,19.888475836431226,3.717472118959108,21.37546468401487
sp|Q92545,Transmembrane protein 131 OS=Homo sapiens GN=TMEM131 PE=1 SV=3,0.0,0.0,5.204460966542751,5.204460966542751
sp|Q92544,Transmembrane 9 superfamily member 4 OS=Homo sapiens GN=TM9SF4 PE=1 SV=2,6.697819314641744,0.0,3.2710280373831773,9.968847352024921
sp|Q92542,Nicastrin OS=Homo sapiens GN=NCSTN PE=1 SV=2,0.0,0.0,5.359661495063469,5.359661495063469
sp|P35268,60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2,0.0,0.0,28.125,28.125
sp|Q9H0X4,Protein ITFG3 OS=Homo sapiens GN=ITFG3 PE=1 SV=1,0.0,2.717391304347826,2.898550724637681,5.615942028985507
sp|P78381,UDP-galactose translocator OS=Homo sapiens GN=SLC35A2 PE=1 SV=1,3.787878787878788,3.787878787878788,11.11111111111111,18.68686868686869
sp|Q9NQW7,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,0.0,2.889245585874799,0.0,2.889245585874799
sp|P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,0.0,0.0,13.797814207650273,13.797814207650273
sp|Q9P0T7,Transmembrane protein 9 OS=Homo sapiens GN=TMEM9 PE=1 SV=1,0.0,9.836065573770492,0.0,9.836065573770492
sp|Q6QNY1,Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Homo sapiens GN=BLOC1S2 PE=1 SV=1,0.0,0.0,10.56338028169014,10.56338028169014
sp|Q53HC9,Protein TSSC1 OS=Homo sapiens GN=TSSC1 PE=1 SV=2,0.0,0.0,4.1343669250646,4.1343669250646
sp|Q86TG7,Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=1 SV=2,0.0,0.0,2.5423728813559325,2.5423728813559325
sp|Q9H305,LITAF-like protein OS=Homo sapiens GN=C16orf5 PE=2 SV=1,11.057692307692307,0.0,10.576923076923077,11.057692307692307
sp|Q9NZD8,Maspardin OS=Homo sapiens GN=SPG21 PE=1 SV=1,11.688311688311687,0.0,8.441558441558442,20.12987012987013
sp|Q8IYS2,Uncharacterized protein KIAA2013 OS=Homo sapiens GN=KIAA2013 PE=2 SV=1,0.0,2.2082018927444795,3.1545741324921135,5.3627760252365935
sp|P06748,Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2,0.0,0.0,15.306122448979592,15.306122448979592
sp|Q99569,Plakophilin-4 OS=Homo sapiens GN=PKP4 PE=1 SV=2,0.0,0.0,1.5939597315436242,1.5939597315436242
sp|Q96EC8,Protein YIPF6 OS=Homo sapiens GN=YIPF6 PE=2 SV=2,0.0,0.0,7.203389830508475,7.203389830508475
sp|P06744,Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4,0.0,0.0,9.13978494623656,9.13978494623656
sp|P25942,Tumor necrosis factor receptor superfamily member 5 OS=Homo sapiens GN=CD40 PE=1 SV=1,0.0,7.2202166064981945,12.63537906137184,19.855595667870034
sp|Q6IQ20,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2,0.0,3.0534351145038165,4.071246819338422,7.124681933842239
sp|P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6",15.23972602739726,0.0,2.2260273972602738,17.465753424657535
sp|O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2",3.0015797788309637,0.0,7.898894154818326,8.056872037914692
sp|Q9UBH6,Xenotropic and polytropic retrovirus receptor 1 OS=Homo sapiens GN=XPR1 PE=1 SV=1,7.614942528735632,0.0,10.201149425287356,17.81609195402299
sp|P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3",0.0,9.582689335394127,1.7001545595054095,11.282843894899536
