seqid,descriptionn_res,DP,DQ,DR,all
sp|P30084,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=ECHS1 PE=1 SV=4",6.551724137931035,5.517241379310345,5.172413793103448,17.24137931034483
sp|O15165,Uncharacterized protein C18orf1 OS=Homo sapiens GN=C18orf1 PE=2 SV=1,0.0,0.0,5.555555555555555,5.555555555555555
sp|O15162,Phospholipid scramblase 1 OS=Homo sapiens GN=PLSCR1 PE=1 SV=1,0.0,11.0062893081761,5.345911949685535,16.352201257861633
sp|O00241,Signal-regulatory protein beta-1 OS=Homo sapiens GN=SIRPB1 PE=1 SV=5,3.5175879396984926,0.0,0.0,3.5175879396984926
sp|Q96B67,Arrestin domain-containing protein 3 OS=Homo sapiens GN=ARRDC3 PE=1 SV=1,0.0,3.6231884057971016,0.0,3.6231884057971016
sp|Q14003,Potassium voltage-gated channel subfamily C member 3 OS=Homo sapiens GN=KCNC3 PE=1 SV=3,0.0,2.906208718626156,0.0,2.906208718626156
sp|Q9NZK5,Adenosine deaminase CECR1 OS=Homo sapiens GN=CECR1 PE=1 SV=2,3.131115459882583,0.0,3.131115459882583,6.262230919765166
sp|O00244,Copper transport protein ATOX1 OS=Homo sapiens GN=ATOX1 PE=1 SV=1,0.0,0.0,26.47058823529412,26.47058823529412
sp|P05997,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=3,0.0,1.0006671114076051,0.0,1.0006671114076051
sp|P20701,Integrin alpha-L OS=Homo sapiens GN=ITGAL PE=1 SV=3,0.0,0.0,1.7948717948717947,1.7948717948717947
sp|Q04721,Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3,0.0,1.6187778227438283,1.3354917037636584,2.954269526507487
sp|Q86XL3,Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens GN=ANKLE2 PE=1 SV=4,1.7057569296375266,0.0,0.0,1.7057569296375266
sp|Q9UFN0,Protein NipSnap homolog 3A OS=Homo sapiens GN=NIPSNAP3A PE=1 SV=2,0.0,0.0,4.8582995951417,4.8582995951417
sp|P25774,Cathepsin S OS=Homo sapiens GN=CTSS PE=1 SV=3,7.552870090634441,10.27190332326284,12.084592145015106,25.6797583081571
sp|Q14764,Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4,1.5677491601343785,2.57558790593505,1.6797312430011198,5.823068309070549
sp|Q86X29,Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens GN=LSR PE=1 SV=4,0.0,0.0,2.465331278890601,2.465331278890601
sp|P56381,"ATP synthase subunit epsilon, mitochondrial OS=Homo sapiens GN=ATP5E PE=1 SV=2",27.450980392156865,33.33333333333333,70.58823529411765,80.3921568627451
sp|Q8N5J2,Protein FAM63A OS=Homo sapiens GN=FAM63A PE=1 SV=2,3.411513859275053,0.0,0.0,3.411513859275053
sp|O60783,"28S ribosomal protein S14, mitochondrial OS=Homo sapiens GN=MRPS14 PE=1 SV=1",0.0,0.0,15.625,15.625
sp|Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,0.0,8.333333333333332,0.0,8.333333333333332
sp|Q9BY08,Emopamil-binding protein-like OS=Homo sapiens GN=EBPL PE=1 SV=1,7.281553398058252,0.0,0.0,7.281553398058252
sp|Q95460,Major histocompatibility complex class I-related gene protein OS=Homo sapiens GN=MR1 PE=1 SV=1,0.0,9.3841642228739,0.0,9.3841642228739
sp|Q86VR2,Protein FAM134C OS=Homo sapiens GN=FAM134C PE=1 SV=1,0.0,0.0,3.862660944206009,3.862660944206009
sp|Q9UF56,F-box/LRR-repeat protein 17 OS=Homo sapiens GN=FBXL17 PE=2 SV=3,0.0,2.282453637660485,0.0,2.282453637660485
sp|Q9HD45,Transmembrane 9 superfamily member 3 OS=Homo sapiens GN=TM9SF3 PE=1 SV=2,2.7164685908319184,0.0,2.886247877758913,4.584040747028863
sp|Q9NYK5,"39S ribosomal protein L39, mitochondrial OS=Homo sapiens GN=MRPL39 PE=1 SV=3",0.0,0.0,8.579881656804734,8.579881656804734
sp|Q9NYK1,Toll-like receptor 7 OS=Homo sapiens GN=TLR7 PE=1 SV=1,2.8598665395614873,1.4299332697807436,7.912297426120114,10.295519542421355
sp|Q8WWM7,Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2,1.6744186046511629,0.0,0.0,1.6744186046511629
sp|Q9NVA4,Transmembrane protein 184C OS=Homo sapiens GN=TMEM184C PE=2 SV=2,0.0,0.0,3.1963470319634704,3.1963470319634704
sp|O95831,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1",0.0,5.709624796084829,0.0,5.709624796084829
sp|Q6UXV4,Apolipoprotein O-like OS=Homo sapiens GN=APOOL PE=1 SV=1,7.835820895522389,0.0,0.0,7.835820895522389
sp|Q96RD7,Pannexin-1 OS=Homo sapiens GN=PANX1 PE=1 SV=4,3.5211267605633805,0.0,0.0,3.5211267605633805
sp|Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2,0.0,3.6945812807881775,0.0,3.6945812807881775
sp|A4D1E9,GTP-binding protein 10 OS=Homo sapiens GN=GTPBP10 PE=1 SV=1,4.651162790697675,0.0,0.0,4.651162790697675
sp|Q9Y2G3,Probable phospholipid-transporting ATPase IF OS=Homo sapiens GN=ATP11B PE=1 SV=2,0.0,0.0,3.143585386576041,3.143585386576041
sp|Q8N4H5,Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens GN=TOMM5 PE=1 SV=1,33.33333333333333,0.0,0.0,33.33333333333333
sp|Q15428,Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2,0.0,4.094827586206897,0.0,4.094827586206897
sp|O75113,NEDD4-binding protein 1 OS=Homo sapiens GN=N4BP1 PE=1 SV=4,0.0,0.0,1.5625,1.5625
sp|Q96JW4,Solute carrier family 41 member 2 OS=Homo sapiens GN=SLC41A2 PE=1 SV=2,2.7923211169284468,0.0,2.4432809773123907,5.2356020942408374
sp|Q9UHA3,Probable ribosome biogenesis protein RLP24 OS=Homo sapiens GN=RSL24D1 PE=1 SV=1,15.337423312883436,0.0,0.0,15.337423312883436
sp|Q9UHA4,Ragulator complex protein LAMTOR3 OS=Homo sapiens GN=LAMTOR3 PE=1 SV=1,16.129032258064516,0.0,27.419354838709676,39.516129032258064
sp|Q15019,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1,9.141274238227147,0.0,0.0,9.141274238227147
sp|Q10589,Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1,0.0,0.0,18.333333333333332,18.333333333333332
sp|Q6L8Q7,"2',5'-phosphodiesterase 12 OS=Homo sapiens GN=PDE12 PE=1 SV=2",0.0,0.0,3.4482758620689653,3.4482758620689653
sp|P61254,60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1,6.896551724137931,0.0,0.0,6.896551724137931
sp|P14543,Nidogen-1 OS=Homo sapiens GN=NID1 PE=1 SV=3,0.0,4.971932638331997,2.245388933440257,7.217321571772254
sp|P78368,Casein kinase I isoform gamma-2 OS=Homo sapiens GN=CSNK1G2 PE=1 SV=1,0.0,3.8554216867469884,0.0,3.8554216867469884
sp|Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2",0.0,0.0,4.289544235924933,4.289544235924933
sp|Q9NWU1,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS=Homo sapiens GN=OXSM PE=1 SV=1",3.485838779956427,0.0,0.0,3.485838779956427
sp|Q9BW60,Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=1 SV=1,5.734767025089606,0.0,0.0,5.734767025089606
sp|P11498,"Pyruvate carboxylase, mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2",0.0,1.5280135823429541,0.0,1.5280135823429541
sp|O75077,Disintegrin and metalloproteinase domain-containing protein 23 OS=Homo sapiens GN=ADAM23 PE=1 SV=1,2.1634615384615383,0.0,0.0,2.1634615384615383
sp|O75074,Low-density lipoprotein receptor-related protein 3 OS=Homo sapiens GN=LRP3 PE=2 SV=2,0.0,2.3376623376623376,0.0,2.3376623376623376
sp|Q8NBZ7,UDP-glucuronic acid decarboxylase 1 OS=Homo sapiens GN=UXS1 PE=1 SV=1,5.0,7.142857142857142,5.714285714285714,16.19047619047619
sp|P62857,40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1,0.0,0.0,31.88405797101449,31.88405797101449
sp|Q5VTE0,Putative elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1,0.0,10.606060606060606,0.0,10.606060606060606
sp|O43505,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase OS=Homo sapiens GN=B3GNT1 PE=1 SV=1",0.0,4.578313253012048,0.0,4.578313253012048
sp|O43504,Hepatitis B virus X-interacting protein OS=Homo sapiens GN=HBXIP PE=1 SV=1,26.373626373626376,0.0,15.384615384615385,41.75824175824176
sp|P63098,Calcineurin subunit B type 1 OS=Homo sapiens GN=PPP3R1 PE=1 SV=2,8.235294117647058,0.0,0.0,8.235294117647058
sp|P69905,Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2,16.901408450704224,15.492957746478872,11.267605633802818,43.66197183098591
sp|P48960,CD97 antigen OS=Homo sapiens GN=CD97 PE=1 SV=4,3.1137724550898205,4.550898203592815,4.311377245508982,9.70059880239521
sp|Q9Y5G2,Protocadherin gamma-B2 OS=Homo sapiens GN=PCDHGB2 PE=2 SV=1,0.0,0.0,1.7185821697099892,1.7185821697099892
sp|Q5TEJ8,Protein THEMIS2 OS=Homo sapiens GN=THEMIS2 PE=2 SV=1,0.0,2.488335925349922,0.0,2.488335925349922
sp|Q92187,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase OS=Homo sapiens GN=ST8SIA4 PE=1 SV=1",0.0,4.735376044568245,27.298050139275766,27.85515320334262
sp|Q02878,60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3,5.555555555555555,0.0,0.0,5.555555555555555
sp|Q8N6F7,Germinal center B-cell-expressed transcript 2 protein OS=Homo sapiens GN=GCET2 PE=1 SV=1,0.0,0.0,12.359550561797752,12.359550561797752
sp|Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens GN=PDXDC1 PE=1 SV=2,0.0,0.0,1.6497461928934012,1.6497461928934012
sp|P14784,Interleukin-2 receptor subunit beta OS=Homo sapiens GN=IL2RB PE=1 SV=1,3.0852994555353903,7.985480943738657,0.0,11.070780399274046
sp|Q8NHU6,Tudor domain-containing protein 7 OS=Homo sapiens GN=TDRD7 PE=1 SV=2,1.366120218579235,0.0,0.0,1.366120218579235
sp|P14780,Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=3,0.0,7.213578500707214,0.0,7.213578500707214
sp|Q9UGI6,Small conductance calcium-activated potassium channel protein 3 OS=Homo sapiens GN=KCNN3 PE=2 SV=1,0.0,0.0,4.619565217391304,4.619565217391304
sp|Q7L513,Fc receptor-like A OS=Homo sapiens GN=FCRLA PE=1 SV=2,0.0,0.0,4.178272980501393,4.178272980501393
sp|Q9C0E2,Exportin-4 OS=Homo sapiens GN=XPO4 PE=1 SV=2,1.9113814074717639,0.0,0.0,1.9113814074717639
sp|Q92783,Signal transducing adapter molecule 1 OS=Homo sapiens GN=STAM PE=1 SV=3,0.0,3.3333333333333335,3.148148148148148,6.481481481481481
sp|O15498,Synaptobrevin homolog YKT6 OS=Homo sapiens GN=YKT6 PE=1 SV=1,0.0,0.0,7.575757575757576,7.575757575757576
sp|P49961,Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens GN=ENTPD1 PE=1 SV=1,0.0,3.1372549019607843,0.0,3.1372549019607843
sp|P13796,Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6,9.250398724082935,2.2328548644338118,0.0,11.483253588516746
sp|P13797,Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4,5.714285714285714,0.0,0.0,5.714285714285714
sp|Q9HBE5,Interleukin-21 receptor OS=Homo sapiens GN=IL21R PE=1 SV=1,0.0,19.888475836431226,0.0,19.888475836431226
sp|Q92544,Transmembrane 9 superfamily member 4 OS=Homo sapiens GN=TM9SF4 PE=1 SV=2,6.697819314641744,0.0,2.64797507788162,9.345794392523365
sp|Q92542,Nicastrin OS=Homo sapiens GN=NCSTN PE=1 SV=2,0.0,0.0,4.513399153737659,4.513399153737659
sp|Q9H0X4,Protein ITFG3 OS=Homo sapiens GN=ITFG3 PE=1 SV=1,0.0,2.717391304347826,2.898550724637681,5.615942028985507
sp|P78381,UDP-galactose translocator OS=Homo sapiens GN=SLC35A2 PE=1 SV=1,3.787878787878788,3.787878787878788,0.0,7.575757575757576
sp|Q9NQW7,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,0.0,2.889245585874799,0.0,2.889245585874799
sp|P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,0.0,0.0,7.650273224043716,7.650273224043716
sp|Q9P0T7,Transmembrane protein 9 OS=Homo sapiens GN=TMEM9 PE=1 SV=1,0.0,9.836065573770492,0.0,9.836065573770492
sp|Q9H305,LITAF-like protein OS=Homo sapiens GN=C16orf5 PE=2 SV=1,11.057692307692307,0.0,0.0,11.057692307692307
sp|Q9NZD8,Maspardin OS=Homo sapiens GN=SPG21 PE=1 SV=1,11.688311688311687,0.0,4.220779220779221,15.909090909090908
sp|Q8IYS2,Uncharacterized protein KIAA2013 OS=Homo sapiens GN=KIAA2013 PE=2 SV=1,0.0,2.2082018927444795,2.5236593059936907,4.73186119873817
sp|Q99569,Plakophilin-4 OS=Homo sapiens GN=PKP4 PE=1 SV=2,0.0,0.0,1.5939597315436242,1.5939597315436242
sp|P06744,Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4,0.0,0.0,2.867383512544803,2.867383512544803
sp|P25942,Tumor necrosis factor receptor superfamily member 5 OS=Homo sapiens GN=CD40 PE=1 SV=1,0.0,7.2202166064981945,12.274368231046932,19.494584837545126
sp|Q6IQ20,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2,0.0,3.0534351145038165,0.0,3.0534351145038165
sp|P13645,"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6",15.23972602739726,0.0,0.0,15.23972602739726
sp|O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2",3.0015797788309637,0.0,2.211690363349131,5.213270142180095
sp|Q9UBH6,Xenotropic and polytropic retrovirus receptor 1 OS=Homo sapiens GN=XPR1 PE=1 SV=1,7.614942528735632,0.0,4.597701149425287,12.21264367816092
sp|P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3",0.0,9.582689335394127,1.7001545595054095,11.282843894899536
sp|O76036,Natural cytotoxicity triggering receptor 1 OS=Homo sapiens GN=NCR1 PE=1 SV=1,7.236842105263158,0.0,0.0,7.236842105263158
sp|Q15084,Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1,0.0,3.6363636363636362,0.0,3.6363636363636362
sp|Q9Y512,Sorting and assembly machinery component 50 homolog OS=Homo sapiens GN=SAMM50 PE=1 SV=3,0.0,0.0,4.051172707889126,4.051172707889126
sp|P55884,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3,0.0,2.334152334152334,0.0,2.334152334152334
sp|Q9Y221,60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens GN=NIP7 PE=1 SV=1,12.777777777777777,0.0,0.0,12.777777777777777
sp|P34130,Neurotrophin-4 OS=Homo sapiens GN=NTF4 PE=1 SV=1,0.0,10.0,0.0,10.0
sp|Q8N3C0,Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens GN=ASCC3 PE=1 SV=3,1.589464123524069,0.0,0.0,1.589464123524069
sp|P48509,CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3,0.0,8.300395256916996,0.0,8.300395256916996
sp|Q14677,Clathrin interactor 1 OS=Homo sapiens GN=CLINT1 PE=1 SV=1,2.56,0.0,2.56,5.12
sp|P50897,Palmitoyl-protein thioesterase 1 OS=Homo sapiens GN=PPT1 PE=1 SV=1,11.76470588235294,5.228758169934641,11.437908496732026,24.509803921568626
sp|P15954,"Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens GN=COX7C PE=1 SV=1",0.0,69.84126984126983,0.0,69.84126984126983
sp|Q14679,Tubulin polyglutamylase TTLL4 OS=Homo sapiens GN=TTLL4 PE=1 SV=2,1.2510425354462051,0.0,0.0,1.2510425354462051
sp|Q9Y4C2,Protein FAM115A OS=Homo sapiens GN=FAM115A PE=1 SV=3,1.4115092290988056,0.0,0.0,1.4115092290988056
sp|Q8NEZ2,Vacuolar protein sorting-associated protein 37A OS=Homo sapiens GN=VPS37A PE=1 SV=1,4.534005037783375,0.0,0.0,4.534005037783375
sp|Q13257,Mitotic spindle assembly checkpoint protein MAD2A OS=Homo sapiens GN=MAD2L1 PE=1 SV=1,0.0,0.0,6.829268292682928,6.829268292682928
sp|Q12983,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 OS=Homo sapiens GN=BNIP3 PE=1 SV=2,8.762886597938143,0.0,0.0,8.762886597938143
sp|Q8NBJ5,Procollagen galactosyltransferase 1 OS=Homo sapiens GN=GLT25D1 PE=1 SV=1,3.536977491961415,0.0,0.0,3.536977491961415
sp|Q8NBJ4,Golgi membrane protein 1 OS=Homo sapiens GN=GOLM1 PE=1 SV=1,0.0,8.728179551122196,0.0,8.728179551122196
sp|Q1MSJ5,Centrosome and spindle pole-associated protein 1 OS=Homo sapiens GN=CSPP1 PE=1 SV=4,0.0,1.194267515923567,0.0,1.194267515923567
sp|Q86YS7,Uncharacterized protein KIAA0528 OS=Homo sapiens GN=KIAA0528 PE=1 SV=1,1.5,0.0,0.0,1.5
sp|P49589,"Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=CARS PE=1 SV=3",2.807486631016043,0.0,0.0,2.807486631016043
sp|Q9NZ52,ADP-ribosylation factor-binding protein GGA3 OS=Homo sapiens GN=GGA3 PE=1 SV=1,2.2130013831258646,0.0,0.0,2.2130013831258646
sp|P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",0.0,0.0,2.1374045801526718,2.1374045801526718
sp|Q99519,Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1,0.0,4.096385542168675,4.096385542168675,8.19277108433735
sp|P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3",5.482041587901701,5.482041587901701,4.158790170132325,14.177693761814744
sp|Q96E29,"mTERF domain-containing protein 1, mitochondrial OS=Homo sapiens GN=MTERFD1 PE=1 SV=2",3.357314148681055,0.0,0.0,3.357314148681055
sp|P33947,ER lumen protein retaining receptor 2 OS=Homo sapiens GN=KDELR2 PE=1 SV=1,6.132075471698113,12.735849056603774,22.641509433962266,35.37735849056604
sp|Q13077,TNF receptor-associated factor 1 OS=Homo sapiens GN=TRAF1 PE=1 SV=1,0.0,0.0,3.6057692307692304,3.6057692307692304
sp|O94955,Rho-related BTB domain-containing protein 3 OS=Homo sapiens GN=RHOBTB3 PE=1 SV=2,2.454991816693944,0.0,0.0,2.454991816693944
sp|O14950,Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2,20.348837209302324,0.0,0.0,20.348837209302324
sp|P26010,Integrin beta-7 OS=Homo sapiens GN=ITGB7 PE=1 SV=1,0.0,0.0,6.265664160401002,6.265664160401002
sp|O14957,Cytochrome b-c1 complex subunit 10 OS=Homo sapiens GN=UQCR11 PE=2 SV=1,0.0,28.57142857142857,0.0,28.57142857142857
sp|P12236,ADP/ATP translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4,4.697986577181208,14.76510067114094,0.0,19.463087248322147
sp|Q96GW9,"Methionine--tRNA ligase, mitochondrial OS=Homo sapiens GN=MARS2 PE=1 SV=2",0.0,0.0,2.360876897133221,2.360876897133221
sp|P12235,ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4,0.0,5.369127516778524,0.0,5.369127516778524
sp|O15027,Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A PE=1 SV=3,0.0,0.0,0.7801743919229004,0.7801743919229004
sp|Q01650,Large neutral amino acids transporter small subunit 1 OS=Homo sapiens GN=SLC7A5 PE=1 SV=2,0.0,3.155818540433925,0.0,3.155818540433925
sp|P32942,Intercellular adhesion molecule 3 OS=Homo sapiens GN=ICAM3 PE=1 SV=2,3.473491773308958,3.1078610603290677,2.5594149908592323,9.140767824497258
sp|P31948,Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1,0.0,0.0,3.4990791896869244,3.4990791896869244
sp|Q14108,Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2,3.3472803347280333,0.0,10.0418410041841,12.343096234309623
sp|Q53F39,Metallophosphoesterase 1 OS=Homo sapiens GN=MPPE1 PE=1 SV=2,4.040404040404041,0.0,0.0,4.040404040404041
sp|P31946,14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3,0.0,0.0,6.910569105691057,6.910569105691057
sp|P31944,Caspase-14 OS=Homo sapiens GN=CASP14 PE=1 SV=2,5.785123966942149,0.0,0.0,5.785123966942149
sp|Q8NBI5,Solute carrier family 43 member 3 OS=Homo sapiens GN=SLC43A3 PE=1 SV=2,3.462321792260693,2.8513238289205702,10.183299389002038,16.293279022403258
sp|P52630,Signal transducer and activator of transcription 2 OS=Homo sapiens GN=STAT2 PE=1 SV=1,0.0,0.0,1.762632197414806,1.762632197414806
sp|Q6ZVM7,TOM1-like protein 2 OS=Homo sapiens GN=TOM1L2 PE=1 SV=1,2.564102564102564,0.0,0.0,2.564102564102564
sp|Q9NRX5,Serine incorporator 1 OS=Homo sapiens GN=SERINC1 PE=1 SV=1,0.0,3.7527593818984544,2.869757174392936,6.622516556291391
sp|O95445,Apolipoprotein M OS=Homo sapiens GN=APOM PE=1 SV=2,0.0,7.446808510638298,14.893617021276595,18.085106382978726
sp|Q9HC07,Transmembrane protein 165 OS=Homo sapiens GN=TMEM165 PE=1 SV=1,0.0,5.864197530864197,4.012345679012346,9.876543209876543
sp|O00487,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1,0.0,0.0,4.193548387096775,4.193548387096775
sp|P21281,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens GN=ATP6V1B2 PE=1 SV=3",3.7181996086105675,0.0,0.0,3.7181996086105675
sp|O95571,"Protein ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2",0.0,0.0,7.086614173228346,7.086614173228346
sp|P09382,Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2,0.0,0.0,13.333333333333334,13.333333333333334
sp|Q9Y2H0,Disks large-associated protein 4 OS=Homo sapiens GN=DLGAP4 PE=1 SV=3,0.0,2.217741935483871,0.0,2.217741935483871
sp|Q15437,Protein transport protein Sec23B OS=Homo sapiens GN=SEC23B PE=1 SV=2,0.0,2.607561929595828,0.0,2.607561929595828
sp|P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4,0.0,13.656387665198238,7.048458149779736,20.704845814977972
sp|Q8IXU6,Solute carrier family 35 member F2 OS=Homo sapiens GN=SLC35F2 PE=1 SV=1,0.0,4.545454545454546,0.0,4.545454545454546
sp|Q9HAI6,Uncharacterized protein CXorf21 OS=Homo sapiens GN=CXorf21 PE=2 SV=1,0.0,0.0,4.651162790697675,4.651162790697675
sp|O60353,Frizzled-6 OS=Homo sapiens GN=FZD6 PE=1 SV=2,2.6912181303116145,4.53257790368272,2.974504249291785,7.223796033994335
sp|Q16563,Synaptophysin-like protein 1 OS=Homo sapiens GN=SYPL1 PE=1 SV=1,0.0,0.0,5.7915057915057915,5.7915057915057915
sp|Q6NXT4,Zinc transporter 6 OS=Homo sapiens GN=SLC30A6 PE=1 SV=2,0.0,3.036876355748373,5.206073752711497,8.24295010845987
sp|Q7Z736,Pleckstrin homology domain-containing family H member 3 OS=Homo sapiens GN=PLEKHH3 PE=1 SV=2,3.1525851197982346,0.0,0.0,3.1525851197982346
sp|P78552,Interleukin-13 receptor subunit alpha-1 OS=Homo sapiens GN=IL13RA1 PE=1 SV=1,0.0,0.0,3.747072599531616,3.747072599531616
sp|Q08722,Leukocyte surface antigen CD47 OS=Homo sapiens GN=CD47 PE=1 SV=1,0.0,4.953560371517028,0.0,4.953560371517028
sp|P22392,Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1,0.0,11.842105263157894,0.0,11.842105263157894
